format	wellname	row	rownum	col	totcolcount	byrow	bycol	quad	parentwell
1536	R28	R	18	28	48	844	882	4	217
1536	T28	T	20	28	48	940	884	4	218
1536	V28	V	22	28	48	1036	886	4	219
1536	X28	X	24	28	48	1132	888	4	220
1536	Z28	Z	26	28	48	1228	890	4	221
1536	AB28	AB	28	28	48	1324	892	4	222
1536	AD28	AD	30	28	48	1420	894	4	223
1536	AF28	AF	32	28	48	1516	896	4	224
1536	B30	B	2	30	48	78	930	4	225
1536	D30	D	4	30	48	174	932	4	226
1536	F30	F	6	30	48	270	934	4	227
1536	H30	H	8	30	48	366	936	4	228
1536	J30	J	10	30	48	462	938	4	229
1536	L30	L	12	30	48	558	940	4	230
1536	N30	N	14	30	48	654	942	4	231
1536	P30	P	16	30	48	750	944	4	232
1536	R30	R	18	30	48	846	946	4	233
1536	T30	T	20	30	48	942	948	4	234
1536	V30	V	22	30	48	1038	950	4	235
1536	X30	X	24	30	48	1134	952	4	236
1536	Z30	Z	26	30	48	1230	954	4	237
1536	AB30	AB	28	30	48	1326	956	4	238
1536	AD30	AD	30	30	48	1422	958	4	239
1536	AF30	AF	32	30	48	1518	960	4	240
1536	B32	B	2	32	48	80	994	4	241
1536	D32	D	4	32	48	176	996	4	242
1536	F32	F	6	32	48	272	998	4	243
1536	H32	H	8	32	48	368	1000	4	244
1536	J32	J	10	32	48	464	1002	4	245
1536	L32	L	12	32	48	560	1004	4	246
1536	N32	N	14	32	48	656	1006	4	247
1536	P32	P	16	32	48	752	1008	4	248
1536	R32	R	18	32	48	848	1010	4	249
1536	T32	T	20	32	48	944	1012	4	250
1536	V32	V	22	32	48	1040	1014	4	251
1536	X32	X	24	32	48	1136	1016	4	252
1536	Z32	Z	26	32	48	1232	1018	4	253
1536	AB32	AB	28	32	48	1328	1020	4	254
1536	AD32	AD	30	32	48	1424	1022	4	255
1536	AF32	AF	32	32	48	1520	1024	4	256
1536	B34	B	2	34	48	82	1058	4	257
1536	D34	D	4	34	48	178	1060	4	258
1536	F34	F	6	34	48	274	1062	4	259
1536	H34	H	8	34	48	370	1064	4	260
1536	J34	J	10	34	48	466	1066	4	261
1536	L34	L	12	34	48	562	1068	4	262
1536	N34	N	14	34	48	658	1070	4	263
1536	P34	P	16	34	48	754	1072	4	264
1536	R34	R	18	34	48	850	1074	4	265
1536	T34	T	20	34	48	946	1076	4	266
1536	V34	V	22	34	48	1042	1078	4	267
1536	X34	X	24	34	48	1138	1080	4	268
1536	Z34	Z	26	34	48	1234	1082	4	269
1536	AB34	AB	28	34	48	1330	1084	4	270
1536	AD34	AD	30	34	48	1426	1086	4	271
1536	AF34	AF	32	34	48	1522	1088	4	272
1536	B36	B	2	36	48	84	1122	4	273
1536	D36	D	4	36	48	180	1124	4	274
1536	F36	F	6	36	48	276	1126	4	275
1536	H36	H	8	36	48	372	1128	4	276
1536	J36	J	10	36	48	468	1130	4	277
1536	L36	L	12	36	48	564	1132	4	278
1536	N36	N	14	36	48	660	1134	4	279
1536	P36	P	16	36	48	756	1136	4	280
1536	R36	R	18	36	48	852	1138	4	281
1536	T36	T	20	36	48	948	1140	4	282
1536	V36	V	22	36	48	1044	1142	4	283
1536	X36	X	24	36	48	1140	1144	4	284
1536	Z36	Z	26	36	48	1236	1146	4	285
1536	AB36	AB	28	36	48	1332	1148	4	286
1536	AD36	AD	30	36	48	1428	1150	4	287
1536	AF36	AF	32	36	48	1524	1152	4	288
1536	B38	B	2	38	48	86	1186	4	289
1536	D38	D	4	38	48	182	1188	4	290
1536	F38	F	6	38	48	278	1190	4	291
1536	H38	H	8	38	48	374	1192	4	292
1536	J38	J	10	38	48	470	1194	4	293
1536	L38	L	12	38	48	566	1196	4	294
1536	N38	N	14	38	48	662	1198	4	295
1536	P38	P	16	38	48	758	1200	4	296
1536	R38	R	18	38	48	854	1202	4	297
1536	T38	T	20	38	48	950	1204	4	298
1536	V38	V	22	38	48	1046	1206	4	299
1536	X38	X	24	38	48	1142	1208	4	300
1536	Z38	Z	26	38	48	1238	1210	4	301
1536	AB38	AB	28	38	48	1334	1212	4	302
1536	AD38	AD	30	38	48	1430	1214	4	303
1536	AF38	AF	32	38	48	1526	1216	4	304
1536	B40	B	2	40	48	88	1250	4	305
1536	D40	D	4	40	48	184	1252	4	306
1536	F40	F	6	40	48	280	1254	4	307
1536	H40	H	8	40	48	376	1256	4	308
1536	J40	J	10	40	48	472	1258	4	309
1536	L40	L	12	40	48	568	1260	4	310
1536	N40	N	14	40	48	664	1262	4	311
1536	P40	P	16	40	48	760	1264	4	312
1536	R40	R	18	40	48	856	1266	4	313
1536	T40	T	20	40	48	952	1268	4	314
1536	V40	V	22	40	48	1048	1270	4	315
1536	X40	X	24	40	48	1144	1272	4	316
1536	Z40	Z	26	40	48	1240	1274	4	317
1536	AB40	AB	28	40	48	1336	1276	4	318
1536	AD40	AD	30	40	48	1432	1278	4	319
1536	AF40	AF	32	40	48	1528	1280	4	320
1536	B42	B	2	42	48	90	1314	4	321
1536	D42	D	4	42	48	186	1316	4	322
1536	F42	F	6	42	48	282	1318	4	323
1536	H42	H	8	42	48	378	1320	4	324
1536	J42	J	10	42	48	474	1322	4	325
1536	L42	L	12	42	48	570	1324	4	326
1536	N42	N	14	42	48	666	1326	4	327
1536	P42	P	16	42	48	762	1328	4	328
1536	R42	R	18	42	48	858	1330	4	329
1536	T42	T	20	42	48	954	1332	4	330
1536	V42	V	22	42	48	1050	1334	4	331
1536	X42	X	24	42	48	1146	1336	4	332
1536	Z42	Z	26	42	48	1242	1338	4	333
1536	AB42	AB	28	42	48	1338	1340	4	334
1536	AD42	AD	30	42	48	1434	1342	4	335
1536	AF42	AF	32	42	48	1530	1344	4	336
1536	B44	B	2	44	48	92	1378	4	337
1536	D44	D	4	44	48	188	1380	4	338
1536	F44	F	6	44	48	284	1382	4	339
1536	H44	H	8	44	48	380	1384	4	340
1536	J44	J	10	44	48	476	1386	4	341
1536	L44	L	12	44	48	572	1388	4	342
1536	N44	N	14	44	48	668	1390	4	343
1536	P44	P	16	44	48	764	1392	4	344
1536	R44	R	18	44	48	860	1394	4	345
1536	T44	T	20	44	48	956	1396	4	346
1536	V44	V	22	44	48	1052	1398	4	347
1536	X44	X	24	44	48	1148	1400	4	348
1536	Z44	Z	26	44	48	1244	1402	4	349
1536	AB44	AB	28	44	48	1340	1404	4	350
1536	AD44	AD	30	44	48	1436	1406	4	351
1536	AF44	AF	32	44	48	1532	1408	4	352
1536	B46	B	2	46	48	94	1442	4	353
1536	D46	D	4	46	48	190	1444	4	354
1536	F46	F	6	46	48	286	1446	4	355
1536	H46	H	8	46	48	382	1448	4	356
1536	J46	J	10	46	48	478	1450	4	357
1536	L46	L	12	46	48	574	1452	4	358
1536	N46	N	14	46	48	670	1454	4	359
1536	P46	P	16	46	48	766	1456	4	360
1536	R46	R	18	46	48	862	1458	4	361
1536	T46	T	20	46	48	958	1460	4	362
1536	V46	V	22	46	48	1054	1462	4	363
1536	X46	X	24	46	48	1150	1464	4	364
1536	Z46	Z	26	46	48	1246	1466	4	365
1536	AB46	AB	28	46	48	1342	1468	4	366
1536	AD46	AD	30	46	48	1438	1470	4	367
1536	AF46	AF	32	46	48	1534	1472	4	368
1536	B48	B	2	48	48	96	1506	4	369
1536	D48	D	4	48	48	192	1508	4	370
1536	F48	F	6	48	48	288	1510	4	371
1536	H48	H	8	48	48	384	1512	4	372
1536	J48	J	10	48	48	480	1514	4	373
1536	L48	L	12	48	48	576	1516	4	374
1536	N48	N	14	48	48	672	1518	4	375
1536	P48	P	16	48	48	768	1520	4	376
1536	R48	R	18	48	48	864	1522	4	377
1536	T48	T	20	48	48	960	1524	4	378
1536	V48	V	22	48	48	1056	1526	4	379
1536	X48	X	24	48	48	1152	1528	4	380
1536	Z48	Z	26	48	48	1248	1530	4	381
1536	AB48	AB	28	48	48	1344	1532	4	382
1536	AD48	AD	30	48	48	1440	1534	4	383
1536	AF48	AF	32	48	48	1536	1536	4	384
